month,Platform,Transaction_Type,Crypto,Wallet_Type,Status,Transaction_Count,Total_Value,Avg_Value,Avg_Fee_Pct,Total_Fees,Unique_Users,quarter,Total_Monthly_Unique_Users,Total_Quarterly_Unique_Users
2024-10,Coinbase,Buy,BNB,Exchange Wallet,Failed,1,1701943.32,1701943.32,0.018780208262164685,31962.85,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Bitcoin,Cold Wallet,Completed,1,850525.12,850525.12,0.011661619118315989,9918.5,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Bitcoin,Exchange Wallet,Pending,1,5551379.6,5551379.6,0.010312364515660215,57247.85,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Cardano,Cold Wallet,Failed,1,2646127.55,2646127.55,0.037326091858270405,98769.6,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Dogecoin,Cold Wallet,Completed,1,218915.79,218915.79,0.007531389124557895,1648.74,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Dogecoin,Exchange Wallet,Failed,1,38305.11,38305.11,0.01316560636426837,504.31,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Ethereum,Cold Wallet,Pending,1,4824631.98,4824631.98,0.003680581249225148,17757.45,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Litecoin,Cold Wallet,Pending,1,2950592.11,2950592.11,0.03984638866264711,117570.44,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Litecoin,Trezor,Failed,1,13975.44,13975.44,0.04800421310527611,670.88,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Polkadot,Cold Wallet,Completed,1,2673144.92,2673144.92,0.021338629856251866,57041.25,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Polkadot,Cold Wallet,Pending,1,1423242.53,1423242.53,0.0022529751131031756,3206.53,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Polkadot,Ledger,Pending,1,230941.39,230941.39,0.024594421987327607,5679.87,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Solana,Cold Wallet,Pending,1,496478.86,496478.86,0.03941762998730702,19570.02,1,2024Q4,436,1214
2024-10,Coinbase,Buy,Solana,Hot Wallet,Failed,1,307765.85,307765.85,0.029629375708838394,9118.91,1,2024Q4,436,1214
2024-10,Coinbase,Buy,XRP,Cold Wallet,Failed,1,2479120.93,2479120.93,0.025934233067041224,64294.1,1,2024Q4,436,1214
2024-10,Coinbase,Buy,XRP,Cold Wallet,Pending,1,1451681.76,1451681.76,0.023209604837908827,33692.96,1,2024Q4,436,1214
2024-10,Coinbase,Buy,XRP,Hot Wallet,Pending,2,3461035.05,1730517.525,0.005253847691899255,12577.3,2,2024Q4,436,1214
2024-10,Coinbase,Sell,BNB,Exchange Wallet,Completed,1,1664475.22,1664475.22,0.03085821848402165,51362.74,1,2024Q4,436,1214
2024-10,Coinbase,Sell,BNB,Trezor,Completed,1,1222320.49,1222320.49,0.04715028543782327,57632.76,1,2024Q4,436,1214
2024-10,Coinbase,Sell,Bitcoin,Hot Wallet,Failed,1,3553237.93,3553237.93,0.012004017417431992,42653.13,1,2024Q4,436,1214
2024-10,Coinbase,Sell,Dogecoin,Cold Wallet,Completed,1,2415864.78,2415864.78,0.005952232972244416,14379.79,1,2024Q4,436,1214
2024-10,Coinbase,Sell,Ethereum,Exchange Wallet,Failed,1,1128855.53,1128855.53,0.03867618914884529,43659.83,1,2024Q4,436,1214
2024-10,Coinbase,Sell,Litecoin,Ledger,Pending,1,3423118.33,3423118.33,0.004144224251809606,14186.17,1,2024Q4,436,1214
2024-10,Coinbase,Sell,Polkadot,Trezor,Completed,1,1565941.56,1565941.56,0.01143287875953685,17903.22,1,2024Q4,436,1214
2024-10,Coinbase,Sell,XRP,Cold Wallet,Pending,1,205354.8,205354.8,0.04594896247859802,9435.84,1,2024Q4,436,1214
2024-10,Coinbase,Sell,XRP,Exchange Wallet,Completed,1,1979487.04,1979487.04,0.03833609842679243,75885.81,1,2024Q4,436,1214
2024-10,Coinbase,Sell,XRP,Hot Wallet,Failed,1,2055152.59,2055152.59,0.009827776340441952,20197.58,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Bitcoin,Trezor,Completed,1,1728603.68,1728603.68,0.03236143752742676,55940.1,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Bitcoin,Trezor,Failed,1,490109.59,490109.59,0.04304067994262263,21094.65,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Cardano,Cold Wallet,Completed,1,1716882.44,1716882.44,0.0374241057529833,64252.79,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Cardano,Trezor,Failed,2,145779.4,72889.7,0.043570696823562585,6572.1900000000005,2,2024Q4,436,1214
2024-10,Coinbase,Stake,Dogecoin,Trezor,Pending,1,487268.58,487268.58,0.02067176176227082,10072.7,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Litecoin,Cold Wallet,Pending,1,443770.76,443770.76,0.03150991741772261,13983.18,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Litecoin,Trezor,Pending,1,1301104.04,1301104.04,0.02488199944410287,32374.07,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Polkadot,Cold Wallet,Completed,1,2408585.27,2408585.27,0.027948800832780982,67317.07,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Polkadot,Exchange Wallet,Pending,1,4801271.79,4801271.79,0.010059557574015197,48298.67,1,2024Q4,436,1214
2024-10,Coinbase,Stake,Solana,Hot Wallet,Completed,1,236186.76,236186.76,0.019844084401682803,4686.91,1,2024Q4,436,1214
2024-10,Coinbase,Stake,XRP,Cold Wallet,Pending,1,713470.13,713470.13,0.004596380229681094,3279.38,1,2024Q4,436,1214
2024-10,Coinbase,Stake,XRP,Hot Wallet,Failed,1,65043.61,65043.61,0.0399633415180984,2599.36,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,BNB,Exchange Wallet,Completed,1,280167.09,280167.09,0.02301005446428415,6446.66,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,BNB,Hot Wallet,Completed,1,2418258.94,2418258.94,0.02447813136173085,59194.46,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Bitcoin,Trezor,Pending,1,1611134.22,1611134.22,0.016150988339134153,26021.41,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Cardano,Hot Wallet,Completed,1,3334721.05,3334721.05,0.03180330180840763,106055.14,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Cardano,Hot Wallet,Pending,1,3121614.53,3121614.53,0.011491768011471937,35872.87,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Dogecoin,Ledger,Completed,1,1063703.37,1063703.37,0.04797485035701259,51031.01,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Litecoin,Exchange Wallet,Pending,1,596034.43,596034.43,0.038917869224433896,23196.39,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,Solana,Hot Wallet,Pending,1,3911381.58,3911381.58,0.010050090791704346,39309.74,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,XRP,Exchange Wallet,Completed,1,860132.52,860132.52,0.03700758808654276,31831.43,1,2024Q4,436,1214
2024-10,Coinbase,Transfer,XRP,Hot Wallet,Failed,1,22788.05,22788.05,0.003906872242249775,89.03,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Avalanche,Cold Wallet,Pending,1,295980.1,295980.1,0.01657790506861779,4906.73,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Avalanche,Ledger,Pending,1,624489.79,624489.79,0.04992321812018736,31176.54,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,BNB,Cold Wallet,Pending,1,2035370.93,2035370.93,0.044629344293523936,90837.27,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Bitcoin,Cold Wallet,Completed,1,684177.04,684177.04,0.04707271381103347,32206.07,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Bitcoin,Cold Wallet,Failed,1,3978706.48,3978706.48,0.03762834246571514,149712.13,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Bitcoin,Exchange Wallet,Completed,1,5202531.05,5202531.05,0.0203382178757011,105810.21,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Bitcoin,Hot Wallet,Failed,2,1298407.23,649203.615,0.033404637404263096,39925.46,2,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Dogecoin,Cold Wallet,Pending,1,1620100.18,1620100.18,0.013005714251571777,21070.56,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Dogecoin,Trezor,Failed,1,2315973.9,2315973.9,0.032394877161612226,75025.69,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Ethereum,Cold Wallet,Failed,1,1297964.0,1297964.0,0.04203957890973864,54565.86,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Ethereum,Ledger,Failed,1,753201.35,753201.35,0.0023745045066634572,1788.48,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Polkadot,Cold Wallet,Pending,1,1787986.54,1787986.54,0.040831012072383946,73005.3,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,Polkadot,Exchange Wallet,Pending,1,4392603.49,4392603.49,0.021990744263602993,96596.62,1,2024Q4,436,1214
2024-10,Coinbase,Withdraw,XRP,Exchange Wallet,Completed,1,294308.93,294308.93,0.0010320447972815504,303.74,1,2024Q4,436,1214
2024-10,FTX,Buy,Avalanche,Hot Wallet,Pending,1,376372.21,376372.21,0.007238632204008898,2724.42,1,2024Q4,436,1214
2024-10,FTX,Buy,Avalanche,Ledger,Failed,1,913593.08,913593.08,0.02569640742024885,23476.06,1,2024Q4,436,1214
2024-10,FTX,Buy,BNB,Hot Wallet,Failed,1,1177813.45,1177813.45,0.02412157035564503,28410.71,1,2024Q4,436,1214
2024-10,FTX,Buy,BNB,Ledger,Failed,1,1378775.31,1378775.31,0.012625907842808702,17408.29,1,2024Q4,436,1214
2024-10,FTX,Buy,BNB,Trezor,Pending,1,8469.09,8469.09,0.03461765077475856,293.18,1,2024Q4,436,1214
2024-10,FTX,Buy,Bitcoin,Exchange Wallet,Completed,1,4221966.59,4221966.59,0.009823865043896523,41476.03,1,2024Q4,436,1214
2024-10,FTX,Buy,Bitcoin,Exchange Wallet,Pending,1,467839.03,467839.03,0.025137086146916815,11760.11,1,2024Q4,436,1214
2024-10,FTX,Buy,Cardano,Ledger,Pending,1,1907121.43,1907121.43,0.040979246927134574,78152.4,1,2024Q4,436,1214
2024-10,FTX,Buy,Dogecoin,Hot Wallet,Failed,1,4711929.79,4711929.79,0.0445562984502789,209946.15,1,2024Q4,436,1214
2024-10,FTX,Buy,Dogecoin,Ledger,Pending,1,764184.47,764184.47,0.004253711149089434,3250.62,1,2024Q4,436,1214
2024-10,FTX,Buy,Ethereum,Cold Wallet,Failed,1,1070776.15,1070776.15,0.03503631454622893,37516.05,1,2024Q4,436,1214
2024-10,FTX,Buy,Polkadot,Hot Wallet,Pending,1,1912739.64,1912739.64,0.007599879092796969,14536.59,1,2024Q4,436,1214
2024-10,FTX,Buy,Polkadot,Ledger,Pending,1,5004368.38,5004368.38,0.04803343034471016,240376.98,1,2024Q4,436,1214
2024-10,FTX,Buy,Solana,Exchange Wallet,Failed,1,266706.81,266706.81,0.02742704620103251,7314.98,1,2024Q4,436,1214
2024-10,FTX,Buy,Solana,Exchange Wallet,Pending,1,72996.66,72996.66,0.008947669660502275,653.15,1,2024Q4,436,1214
2024-10,FTX,Buy,Solana,Hot Wallet,Completed,1,187616.86,187616.86,0.006337543438260293,1189.03,1,2024Q4,436,1214
2024-10,FTX,Buy,XRP,Cold Wallet,Failed,1,760043.62,760043.62,0.04479120553633487,34043.27,1,2024Q4,436,1214
2024-10,FTX,Sell,Avalanche,Ledger,Pending,1,677514.7,677514.7,0.026127462621844223,17701.74,1,2024Q4,436,1214
2024-10,FTX,Sell,Avalanche,Trezor,Pending,1,495541.59,495541.59,0.049458633734456074,24508.81,1,2024Q4,436,1214
2024-10,FTX,Sell,BNB,Cold Wallet,Failed,1,617296.96,617296.96,0.029221770345345618,18038.51,1,2024Q4,436,1214
2024-10,FTX,Sell,BNB,Ledger,Failed,1,1867609.07,1867609.07,0.026494302686161188,49481.0,1,2024Q4,436,1214
2024-10,FTX,Sell,Dogecoin,Ledger,Failed,1,4355215.19,4355215.19,0.04030611171706535,175541.79,1,2024Q4,436,1214
2024-10,FTX,Sell,Ethereum,Exchange Wallet,Completed,1,357594.59,357594.59,0.013719111354564955,4905.88,1,2024Q4,436,1214
2024-10,FTX,Sell,Polkadot,Hot Wallet,Completed,1,889963.95,889963.95,0.04587593688485921,40827.93,1,2024Q4,436,1214
2024-10,FTX,Sell,Polkadot,Ledger,Failed,1,3050797.02,3050797.02,0.03810519324553425,116251.21,1,2024Q4,436,1214
2024-10,FTX,Sell,XRP,Cold Wallet,Pending,1,46948.96,46948.96,0.00011608350855908203,5.45,1,2024Q4,436,1214
2024-10,FTX,Stake,Avalanche,Ledger,Failed,1,600447.99,600447.99,0.008743538303792141,5250.04,1,2024Q4,436,1214
2024-10,FTX,Stake,BNB,Hot Wallet,Completed,1,2757572.19,2757572.19,0.017692573988425667,48788.55,1,2024Q4,436,1214
2024-10,FTX,Stake,BNB,Ledger,Failed,2,3489502.7399999998,1744751.3699999999,0.014921729726661215,86131.59000000001,2,2024Q4,436,1214
2024-10,FTX,Stake,BNB,Trezor,Completed,1,4306785.43,4306785.43,0.04201502789982273,180949.71,1,2024Q4,436,1214
2024-10,FTX,Stake,Cardano,Cold Wallet,Completed,2,3310363.57,1655181.785,0.04811921400211694,159454.88,2,2024Q4,436,1214
2024-10,FTX,Stake,Dogecoin,Exchange Wallet,Failed,1,1858145.7,1858145.7,0.009970014730276535,18525.74,1,2024Q4,436,1214
2024-10,FTX,Stake,Dogecoin,Ledger,Pending,1,2910723.19,2910723.19,0.01579931068608417,45987.42,1,2024Q4,436,1214
2024-10,FTX,Stake,Ethereum,Hot Wallet,Failed,1,1499163.85,1499163.85,0.0034208935867817247,5128.48,1,2024Q4,436,1214
2024-10,FTX,Stake,Ethereum,Trezor,Failed,1,143471.02,143471.02,0.02822423650434771,4049.36,1,2024Q4,436,1214
2024-10,FTX,Stake,Litecoin,Hot Wallet,Failed,1,330138.89,330138.89,0.01108233567999214,3658.71,1,2024Q4,436,1214
2024-10,FTX,Stake,Litecoin,Ledger,Failed,1,2585739.07,2585739.07,0.03877363387636789,100258.5,1,2024Q4,436,1214
2024-10,FTX,Stake,Polkadot,Cold Wallet,Completed,1,28735.63,28735.63,0.036385838765323746,1045.57,1,2024Q4,436,1214
2024-10,FTX,Stake,Polkadot,Cold Wallet,Failed,1,3188281.4,3188281.4,0.04834938032759593,154151.43,1,2024Q4,436,1214
2024-10,FTX,Stake,Polkadot,Ledger,Completed,1,9329.55,9329.55,0.004180265929224883,39.0,1,2024Q4,436,1214
2024-10,FTX,Stake,Solana,Cold Wallet,Completed,1,542800.3,542800.3,0.010056755679759204,5458.81,1,2024Q4,436,1214
2024-10,FTX,Stake,Solana,Cold Wallet,Pending,1,190385.41,190385.41,0.025071406469644914,4773.23,1,2024Q4,436,1214
2024-10,FTX,Stake,XRP,Cold Wallet,Pending,1,1329406.14,1329406.14,0.018324400096422003,24360.57,1,2024Q4,436,1214
2024-10,FTX,Transfer,Avalanche,Cold Wallet,Completed,1,715773.67,715773.67,0.03750082061554457,26842.1,1,2024Q4,436,1214
2024-10,FTX,Transfer,Bitcoin,Trezor,Completed,1,56028.72,56028.72,0.01768236004677601,990.72,1,2024Q4,436,1214
2024-10,FTX,Transfer,Cardano,Exchange Wallet,Pending,1,700708.45,700708.45,0.018474102888298264,12944.96,1,2024Q4,436,1214
2024-10,FTX,Transfer,Cardano,Trezor,Failed,1,117155.9,117155.9,0.03056406036742495,3580.76,1,2024Q4,436,1214
2024-10,FTX,Transfer,Dogecoin,Exchange Wallet,Completed,1,77708.37,77708.37,0.025891548104792318,2011.99,1,2024Q4,436,1214
2024-10,FTX,Transfer,Ethereum,Trezor,Failed,1,4634907.49,4634907.49,0.0442543287956757,205114.72,1,2024Q4,436,1214
2024-10,FTX,Transfer,Litecoin,Cold Wallet,Completed,2,3629936.82,1814968.41,0.00900367902669285,28561.68,2,2024Q4,436,1214
2024-10,FTX,Transfer,Litecoin,Exchange Wallet,Pending,1,1047982.4,1047982.4,0.01926017078149404,20184.32,1,2024Q4,436,1214
2024-10,FTX,Transfer,Litecoin,Hot Wallet,Failed,1,1132262.57,1132262.57,0.0007701747130968039,872.04,1,2024Q4,436,1214
2024-10,FTX,Transfer,Polkadot,Hot Wallet,Failed,1,1184787.41,1184787.41,0.030354795886968454,35963.98,1,2024Q4,436,1214
2024-10,FTX,Transfer,Solana,Trezor,Completed,1,943681.02,943681.02,0.029447683497968415,27789.22,1,2024Q4,436,1214
2024-10,FTX,Transfer,Solana,Trezor,Pending,1,376520.4,376520.4,0.030336815747566397,11422.43,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Avalanche,Cold Wallet,Pending,1,1320990.56,1320990.56,0.040512182009839644,53516.21,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Avalanche,Hot Wallet,Failed,1,855715.33,855715.33,0.03001331061814681,25682.85,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Dogecoin,Exchange Wallet,Pending,1,952084.17,952084.17,0.03624984122989882,34512.9,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Dogecoin,Hot Wallet,Pending,1,72129.61,72129.61,0.042874763914569895,3092.54,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Litecoin,Hot Wallet,Pending,1,2375168.77,2375168.77,0.005472743732648523,12998.69,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Litecoin,Ledger,Failed,1,1340819.56,1340819.56,0.039381988132691025,52804.14,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Polkadot,Hot Wallet,Pending,1,1726987.21,1726987.21,0.021943179301252613,37895.59,1,2024Q4,436,1214
2024-10,FTX,Withdraw,Solana,Ledger,Pending,1,2287067.93,2287067.93,0.022330460468657786,51071.28,1,2024Q4,436,1214
2024-10,Huobi,Buy,Avalanche,Exchange Wallet,Pending,1,364122.71,364122.71,0.028212906577565564,10272.96,1,2024Q4,436,1214
2024-10,Huobi,Buy,Avalanche,Hot Wallet,Failed,1,784941.35,784941.35,0.0051943498708534085,4077.26,1,2024Q4,436,1214
2024-10,Huobi,Buy,Avalanche,Ledger,Completed,1,3837081.63,3837081.63,0.04836729001254007,185589.24,1,2024Q4,436,1214
2024-10,Huobi,Buy,Avalanche,Trezor,Completed,1,1292158.7,1292158.7,0.008464997372226802,10938.12,1,2024Q4,436,1214
2024-10,Huobi,Buy,BNB,Ledger,Completed,1,4126542.84,4126542.84,0.0032461604106356497,13395.42,1,2024Q4,436,1214
2024-10,Huobi,Buy,BNB,Ledger,Pending,1,1961548.99,1961548.99,0.016533143023871148,32430.57,1,2024Q4,436,1214
2024-10,Huobi,Buy,Bitcoin,Trezor,Completed,1,1492991.31,1492991.31,0.00764567745541667,11414.93,1,2024Q4,436,1214
2024-10,Huobi,Buy,Ethereum,Hot Wallet,Failed,1,852052.02,852052.02,0.027379924526204396,23329.12,1,2024Q4,436,1214
2024-10,Huobi,Buy,Litecoin,Hot Wallet,Pending,1,5414806.26,5414806.26,0.02919006376416504,158058.54,1,2024Q4,436,1214
2024-10,Huobi,Buy,Litecoin,Ledger,Completed,1,786759.34,786759.34,0.012910377396981396,10157.36,1,2024Q4,436,1214
2024-10,Huobi,Buy,Polkadot,Exchange Wallet,Pending,1,803600.49,803600.49,0.04760713871640372,38257.12,1,2024Q4,436,1214
2024-10,Huobi,Buy,Polkadot,Trezor,Failed,1,579847.93,579847.93,0.00010923553697949736,63.34,1,2024Q4,436,1214
2024-10,Huobi,Buy,XRP,Trezor,Failed,1,1802287.97,1802287.97,0.004819962261635691,8686.96,1,2024Q4,436,1214
2024-10,Huobi,Sell,Avalanche,Hot Wallet,Failed,1,1991571.9,1991571.9,0.0019639461673465067,3911.34,1,2024Q4,436,1214
2024-10,Huobi,Sell,Bitcoin,Hot Wallet,Failed,1,3235526.75,3235526.75,0.008754713587208017,28326.11,1,2024Q4,436,1214
2024-10,Huobi,Sell,Dogecoin,Hot Wallet,Completed,1,1073603.41,1073603.41,0.037865704990635234,40652.75,1,2024Q4,436,1214
2024-10,Huobi,Sell,Litecoin,Cold Wallet,Failed,1,183566.97,183566.97,0.01661426344837527,3049.83,1,2024Q4,436,1214
2024-10,Huobi,Sell,Litecoin,Exchange Wallet,Failed,1,1697402.16,1697402.16,0.009933043799119473,16860.37,1,2024Q4,436,1214
2024-10,Huobi,Sell,Polkadot,Cold Wallet,Failed,1,2261927.99,2261927.99,0.018631008673269035,42142.0,1,2024Q4,436,1214
2024-10,Huobi,Sell,Polkadot,Exchange Wallet,Completed,1,3224877.43,3224877.43,0.0037317170221877237,12034.33,1,2024Q4,436,1214
2024-10,Huobi,Sell,Polkadot,Exchange Wallet,Failed,1,930167.91,930167.91,0.00573603963611258,5335.48,1,2024Q4,436,1214
2024-10,Huobi,Sell,Polkadot,Trezor,Completed,1,3452146.47,3452146.47,0.02840794006055021,98068.37,1,2024Q4,436,1214
2024-10,Huobi,Sell,Solana,Exchange Wallet,Failed,1,1334383.79,1334383.79,0.011208476985470573,14956.41,1,2024Q4,436,1214
2024-10,Huobi,Sell,Solana,Hot Wallet,Failed,1,562633.34,562633.34,0.007741880351420341,4355.84,1,2024Q4,436,1214
2024-10,Huobi,Sell,Solana,Ledger,Pending,1,5437.39,5437.39,0.016375503688350477,89.04,1,2024Q4,436,1214
2024-10,Huobi,Sell,XRP,Exchange Wallet,Completed,1,75050.51,75050.51,0.005081244617791405,381.35,1,2024Q4,436,1214
2024-10,Huobi,Stake,Cardano,Cold Wallet,Pending,1,4109536.59,4109536.59,0.023284109510751428,95686.9,1,2024Q4,436,1214
2024-10,Huobi,Stake,Cardano,Hot Wallet,Pending,1,1551455.13,1551455.13,0.039974472223376516,62018.6,1,2024Q4,436,1214
2024-10,Huobi,Stake,Dogecoin,Exchange Wallet,Completed,1,2739762.14,2739762.14,0.040329705410120015,110493.8,1,2024Q4,436,1214
2024-10,Huobi,Stake,Ethereum,Ledger,Failed,1,1232492.8,1232492.8,0.0476488219647206,58726.83,1,2024Q4,436,1214
2024-10,Huobi,Stake,Litecoin,Ledger,Completed,1,2720684.13,2720684.13,0.01418978394967151,38605.92,1,2024Q4,436,1214
2024-10,Huobi,Stake,Polkadot,Exchange Wallet,Pending,1,715598.79,715598.79,0.009720866073571756,6956.24,1,2024Q4,436,1214
2024-10,Huobi,Stake,Solana,Ledger,Completed,1,1726018.45,1726018.45,0.02940910046471404,50760.65,1,2024Q4,436,1214
2024-10,Huobi,Stake,XRP,Cold Wallet,Pending,1,1981975.44,1981975.44,0.027628823695211885,54759.65,1,2024Q4,436,1214
2024-10,Huobi,Stake,XRP,Ledger,Failed,1,4224642.48,4224642.48,0.0452795617393877,191289.96,1,2024Q4,436,1214
2024-10,Huobi,Stake,XRP,Ledger,Pending,1,840851.83,840851.83,0.04746269030537758,39909.09,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Cardano,Cold Wallet,Failed,1,2193383.55,2193383.55,0.02562465192191307,56204.69,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Cardano,Exchange Wallet,Pending,1,2623595.45,2623595.45,0.038585278077075486,101232.16,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Cardano,Hot Wallet,Failed,1,660240.49,660240.49,0.020160653885374403,13310.88,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Ethereum,Ledger,Failed,1,90027.14,90027.14,0.003757422483930957,338.27,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Litecoin,Hot Wallet,Completed,1,1874335.7,1874335.7,0.03091131433926164,57938.18,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Litecoin,Hot Wallet,Failed,1,844652.32,844652.32,0.033995668182146235,28714.52,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Polkadot,Cold Wallet,Completed,1,1948258.12,1948258.12,0.026939433466854998,52484.97,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Solana,Ledger,Failed,1,829740.63,829740.63,0.0068765705736261225,5705.77,1,2024Q4,436,1214
2024-10,Huobi,Transfer,Solana,Trezor,Pending,1,1473989.94,1473989.94,0.04126150955955643,60819.05,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Avalanche,Cold Wallet,Failed,1,2098121.89,2098121.89,0.040364628196124484,84689.91,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Avalanche,Cold Wallet,Pending,1,789393.56,789393.56,0.04791257734608323,37821.88,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Avalanche,Exchange Wallet,Completed,1,2028098.98,2028098.98,0.013168583123097868,26707.19,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Avalanche,Exchange Wallet,Pending,1,2296901.8,2296901.8,0.014798965284454041,33991.77,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Avalanche,Trezor,Failed,1,118014.35,118014.35,0.003930877897476027,463.9,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,BNB,Cold Wallet,Pending,1,523372.24,523372.24,0.027301104086070747,14288.64,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Bitcoin,Exchange Wallet,Pending,1,2938541.89,2938541.89,0.01069558344802088,31429.42,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Dogecoin,Ledger,Failed,1,71747.12,71747.12,0.018515447031183973,1328.43,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Litecoin,Trezor,Completed,1,1537227.5,1537227.5,0.011423058720976563,17559.84,1,2024Q4,436,1214
2024-10,Huobi,Withdraw,Polkadot,Trezor,Pending,1,1163575.59,1163575.59,0.018463484611257613,21483.66,1,2024Q4,436,1214
2024-10,Kraken,Buy,BNB,Cold Wallet,Failed,1,4056.46,4056.46,0.035023148262277946,142.07,1,2024Q4,436,1214
2024-10,Kraken,Buy,BNB,Ledger,Completed,1,1833429.28,1833429.28,0.00022444825360266963,411.51,1,2024Q4,436,1214
2024-10,Kraken,Buy,BNB,Ledger,Failed,1,2663931.53,2663931.53,0.04917652294163882,131002.89,1,2024Q4,436,1214
2024-10,Kraken,Buy,BNB,Trezor,Failed,1,862124.32,862124.32,0.019502767303908097,16813.81,1,2024Q4,436,1214
2024-10,Kraken,Buy,Bitcoin,Ledger,Failed,1,2492998.32,2492998.32,0.007045945381944742,17565.53,1,2024Q4,436,1214
2024-10,Kraken,Buy,Cardano,Cold Wallet,Failed,1,1173.25,1173.25,0.008889835925847005,10.43,1,2024Q4,436,1214
2024-10,Kraken,Buy,Dogecoin,Hot Wallet,Pending,1,1540620.41,1540620.41,0.03634301456515171,55990.79,1,2024Q4,436,1214
2024-10,Kraken,Buy,Ethereum,Cold Wallet,Pending,1,733290.33,733290.33,0.04555034838656607,33401.63,1,2024Q4,436,1214
2024-10,Kraken,Buy,Ethereum,Ledger,Failed,1,3066967.85,3066967.85,0.011099050157959757,34040.43,1,2024Q4,436,1214
2024-10,Kraken,Buy,Litecoin,Ledger,Pending,1,1037374.32,1037374.32,0.03442840189065023,35715.14,1,2024Q4,436,1214
2024-10,Kraken,Buy,Polkadot,Ledger,Failed,1,2830507.22,2830507.22,0.020449154692493594,57881.48,1,2024Q4,436,1214
2024-10,Kraken,Buy,Solana,Cold Wallet,Failed,1,37314.2,37314.2,0.028165952908008215,1050.99,1,2024Q4,436,1214
2024-10,Kraken,Sell,Avalanche,Hot Wallet,Pending,1,2857568.14,2857568.14,0.026780582737040173,76527.34,1,2024Q4,436,1214
